;Neighborhood_FID;Land_Value;Area_Types;Area_Count;City_Name
28;29;497.0;AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea;60;Köln
29;30;2663.3;CoreArea_MixedUseArea_Residential_SpecialUseArea;28;Köln
30;31;1475.1;CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea;30;Köln
31;32;343.2;CommercialArea_Farmland_Residential_SpecialUseArea;9;Köln
32;33;1598.9;CommercialArea_CoreArea_Residential_SpecialUseArea;20;Köln
33;34;1030.6;CommercialArea_CoreArea_Residential_SpecialUseArea;20;Köln
34;35;197.9;AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea;20;Köln
35;36;1295.6;CommercialArea_CoreArea_Farmland_ForestryArea_GreenArea_MixedUseArea_Residential_SpecialUseArea;28;Köln
36;37;1515.6;CoreArea_MixedUseArea_Residential_SpecialUseArea;27;Köln
37;38;975.3;CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea;26;Köln
38;39;539.7;CommercialArea_CoreArea_IndustrialArea_OtherSpecialArea_Residential_SpecialUseArea;40;Köln
39;40;1148.5;CommercialArea_CoreArea_MixedUseArea_Residential_SpecialUseArea;20;Köln
40;41;683.7;CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea;24;Köln
41;42;717.8;GreenArea_Residential_SpecialUseArea;9;Köln
42;43;621.9;CommercialArea_Farmland_OtherSpecialArea_Residential_SpecialUseArea;15;Köln
43;44;169.7;AgriculturalArea_Farmland_GreenArea_Residential;12;Köln
44;45;411.0;OtherSpecialArea_Residential_SpecialUseArea;14;Köln
45;46;706.8;CommercialArea_Farmland_Residential_SpecialUseArea;10;Köln
46;47;375.9;CommercialArea_Farmland_ForestryArea_MixedUseArea_Residential_SpecialUseArea;14;Köln
47;48;725.0;CommercialArea_Farmland_MixedUseArea_Residential_SpecialUseArea;16;Köln
48;49;997.5;CommercialArea_CoreArea_GreenArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea;33;Köln
49;50;199.9;CommercialArea_CommercialBuildingArea_Farmland_ForestryArea_GreenArea_IndustrialArea_OtherSpecialArea_Residential_SpecialUseArea;20;Köln
50;51;175.7;AgriculturalArea_CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea;20;Köln
51;52;445.9;CommercialArea_CoreArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea;29;Köln
52;53;896.4;CommercialArea_GreenArea_IndustrialArea_MixedUseArea_Residential_SpecialUseArea;18;Köln
53;54;139.5;AgriculturalArea_CommercialArea_CommercialBuildingArea_Farmland_ForestryArea_IndustrialArea_Residential_SpecialUseArea;19;Köln
54;55;868.3;CommercialArea_Residential_SpecialUseArea;15;Köln
55;56;204.7;AgriculturalArea_CommercialArea_CommercialBuildingArea_Farmland_ForestryArea_GreenArea_Residential;23;Köln
56;57;539.6;CommercialArea_Farmland_Residential_SpecialUseArea;19;Köln
57;58;265.8;AgriculturalArea_CommercialBuildingArea_Farmland_ForestryArea_GreenArea_IndustrialArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea_Village;42;Köln
58;59;993.7;CommercialArea_Farmland_ForestryArea_GreenArea_Residential_SpecialUseArea;26;Köln
59;60;268.5;AgriculturalArea_CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea;20;Köln
60;61;848.8;CommercialArea_Residential_SpecialUseArea;9;Köln
61;62;727.6;CommercialArea_GreenArea_Residential_SpecialUseArea;15;Köln
62;63;760.8;CommercialArea_Farmland_ForestryArea_IndustrialArea_OtherSpecialArea_Residential_SpecialUseArea;14;Köln
63;64;646.9;Farmland_MixedUseArea_Residential_SpecialUseArea;14;Köln
64;65;938.2;CommercialArea_Farmland_MixedUseArea_Residential_SpecialUseArea;15;Köln
65;66;606.8;AgriculturalArea_CommercialArea_Farmland_Residential_SpecialUseArea;19;Köln
66;67;103.6;AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_MixedUseArea_Residential_SpecialUseArea;33;Köln
67;68;1213.9;CommercialArea_CoreArea_Residential_SpecialUseArea;17;Köln
68;69;877.4;CommercialArea_ForestryArea_GreenArea_MixedUseArea_Residential_SpecialUseArea;38;Köln
69;70;281.6;CommercialArea_ForestryArea_GreenArea_Residential_SpecialUseArea;15;Köln
70;71;530.0;CommercialArea_Farmland_Residential_SpecialUseArea;12;Köln
71;72;782.2;OtherSpecialArea_Residential_SpecialUseArea;12;Köln
72;73;709.7;AgriculturalArea_CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea;23;Köln
73;74;607.6;Farmland_Residential_SpecialUseArea;26;Köln
74;75;611.3;CommercialArea_CoreArea_MixedUseArea_OtherSpecialArea_Residential_SpecialUseArea;21;Köln
75;76;220.8;CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea;15;Köln
76;77;300.8;AgriculturalArea_CommercialArea_Farmland_GreenArea_Residential_SpecialUseArea;21;Köln
77;78;738.4;CommercialArea_CoreArea_Farmland_MixedUseArea_Residential_SpecialUseArea;10;Köln
78;79;497.2;AgriculturalArea_CommercialArea_Farmland_ForestryArea_Residential_SpecialUseArea;19;Köln
79;80;1318.0;CommercialArea_CoreArea_GreenArea_MixedUseArea_Residential_SpecialUseArea;23;Köln
80;81;229.2;AgriculturalArea_CommercialArea_Farmland_ForestryArea_GreenArea_IndustrialArea_Residential_SpecialUseArea;28;Köln
81;82;88.0;AgriculturalArea_CommercialArea_Farmland_Residential_SpecialUseArea;13;Köln
82;83;138.3;AgriculturalArea_Farmland_ForestryArea_Residential_SpecialUseArea;12;Köln
83;84;35.0;Farmland_Residential;7;Köln
84;85;435.5;CommercialArea_CoreArea_ForestryArea_GreenArea_Residential_SpecialUseArea;23;Köln
85;86;393.1;CommercialArea_CoreArea_ForestryArea_MixedUseArea_Residential_SpecialUseArea;19;Köln
